ID CUSTOMER;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
5668MEISB;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);1061;76574;No
0129QMPDR;Male;0;Yes;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);205;86505;No
7188CBBBA;Female;0;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;955;615385;No
5356CSVSQ;Female;0;No;No;3;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;646;1742;No
3221CJMSG;Male;0;No;No;24;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);511;12696;No
4720VSTSI;Female;0;No;No;44;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);848;386255;Yes
3219JQRSL;Female;1;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);891;63524;No
2801NISEI;Male;0;No;No;24;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;5495;13485;No
3946MHCZW;Male;0;No;No;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;509;509;Yes
4623ZKHLY;Male;0;Yes;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);2045;47155;No
6732VAILE;Male;0;Yes;Yes;70;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);8595;593175;No
8201AAXCB;Male;0;Yes;Yes;25;Yes;Yes;DSL;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;6035;140465;No
7696CFTAT;Male;0;Yes;Yes;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);198;7261;No
1845CSBRZ;Female;1;Yes;Yes;22;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);8535;19616;No
2123VSCOT;Female;0;Yes;Yes;59;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);721;419485;No
6651AZVTJ;Male;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;998;487245;Yes
4566GOLUK;Male;0;Yes;Yes;47;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10735;511895;Yes
2484DGXPZ;Female;0;Yes;Yes;31;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1955;65895;Yes
2018QKYGT;Male;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8105;8105;No
2792VPPET;Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;205;7695;No
7409JURKQ;Female;0;Yes;No;53;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1118;580975;No
3247MHJKM;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;202;202;No
1964SVLEA;Male;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;197;4159;No
4587NUKOX;Female;0;No;No;3;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;791;2465;Yes
7297DVYGA;Female;0;No;No;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);1985;99695;No
2239CGBUZ;Female;0;Yes;No;51;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);605;314515;No
0854UYHZD;Female;0;Yes;Yes;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1955;2653;No
7243LCGGZ;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;209;209;No
8267KFGYD;Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2105;2105;No
4890VMUAV;Male;0;No;No;63;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;One year;No;Electronic check;715;45763;No
9261WDCAF;Male;0;No;No;3;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;No;Mailed check;5465;1891;No
3764MNMOI;Male;0;No;No;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);192;90815;No
7442YGZFK;Male;0;No;No;1;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);498;498;No
0420BWTPW;Male;0;No;Yes;8;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;255;2152;Yes
8229BUJHX;Female;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);205;150095;No
7449HVPIV;Male;0;Yes;Yes;55;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);904;509915;No
5504WSIUR;Female;0;No;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);9025;638595;No
8183ONMXC;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;8075;15945;Yes
8466PZBLH;Male;0;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);1046;688575;No
9614RMGHA;Male;0;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);9185;594085;Yes
8735IJJEG;Male;0;Yes;No;14;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);502;66885;No
0564MUUQK;Female;0;Yes;Yes;20;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);955;19162;No
5054IEXZT;Male;0;No;Yes;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7535;7535;Yes
5834ASPWA;Male;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7545;7545;Yes
0701RFGFI;Female;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);954;461395;No
0019EFAEP;Female;0;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Bank transfer (automatic);1013;726125;No
5619PTMIK;Female;0;Yes;No;46;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;531;24598;No
3737XBQDD;Male;0;No;No;24;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);8485;20488;No
5882CMAZQ;Female;0;Yes;Yes;5;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;3425;16355;No
5846QFDFI;Female;0;Yes;Yes;33;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Credit card (automatic);886;28887;No
4445KWOKW;Female;0;No;No;42;Yes;Yes;DSL;Yes;Yes;No;No;No;No;One year;Yes;Bank transfer (automatic);6015;24216;No
3511APPBJ;Male;0;No;No;23;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);9995;229275;No
7967HYCDE;Male;0;No;No;8;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);707;5534;No
2430RRYUW;Male;0;No;No;66;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;Yes;Mailed check;548;34657;No
3948XHGNA;Male;0;No;No;24;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);4955;12104;Yes
3723BFBGR;Male;1;No;No;24;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);548;12913;No
0565IYCGT;Male;0;No;No;69;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);786;535645;Yes
5447WZAFP;Female;0;No;No;53;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Mailed check;1003;52008;No
5110CHOPY;Female;0;No;No;60;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Electronic check;536;323705;No
5445UTODQ;Female;0;Yes;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;811;57665;Yes
4425OWHWB;Female;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);1935;43375;No
7892QVYKW;Female;0;Yes;Yes;23;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;856;18684;No
9675ICXCT;Male;0;Yes;Yes;72;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;808;572855;No
1024VRZHF;Male;0;Yes;No;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7495;8257;Yes
4703MQYKT;Male;0;No;No;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;196;3904;No
9497QCMMS;Male;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9355;9355;Yes
5692ICXLW;Male;1;No;No;31;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;907;284515;No
0602DDUML;Female;0;No;No;57;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;6975;38944;No
2208MPXIO;Female;0;Yes;Yes;45;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20;8864;No
1960UYCNN;Male;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;9525;102155;No
0348SDKOL;Female;0;Yes;No;58;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);1021;58854;Yes
3190FZATL;Male;0;No;Yes;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1995;2684;No
7336RLLRH;Male;0;Yes;No;27;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Mailed check;8085;220435;No
4373MAVJG;Female;0;Yes;Yes;14;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);909;1259;Yes
8901HJXTF;Female;0;Yes;Yes;12;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;292;3091;Yes
7710JSYOA;Female;0;Yes;Yes;69;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);933;639805;No
5419KLXBN;Female;0;Yes;Yes;25;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);8915;225775;Yes
3424NMNBO;Male;1;Yes;No;58;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;10885;628725;Yes
9885MFVSU;Female;0;Yes;Yes;35;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);4635;166205;No
4514GFCFI;Female;1;No;No;16;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8475;135015;Yes
0607MVMGC;Male;0;Yes;Yes;45;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);7875;360065;No
3365SAIGS;Female;0;No;No;17;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;8355;132915;No
9828AOQLM;Female;0;Yes;Yes;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;457;457;Yes
8022BECSI;Male;0;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;196;4225;No
8000REIQB;Female;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;6995;6995;Yes
9993LHIEB;Male;0;Yes;Yes;67;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Mailed check;6785;462765;No
0266CLZKZ;Female;0;Yes;Yes;67;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);10565;67179;No
7615ESMYF;Female;0;Yes;No;2;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;446;971;Yes
3858VOBET;Male;0;No;No;23;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7495;171045;Yes
7020OZKXZ;Female;1;No;No;9;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);755;6374;No
3977QCRSL;Female;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2015;11795;No
0017DINOC;Male;0;No;No;54;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Two year;No;Credit card (automatic);452;246055;No
1447PJGGA;Female;0;No;No;57;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;Yes;Electronic check;9525;546465;Yes
8565CLBZW;Male;0;No;No;24;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Mailed check;8985;216505;Yes
9139WQQDY;Female;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Mailed check;10045;49418;Yes
0224HJAPT;Male;0;No;No;5;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;4715;22315;Yes
8086OVPWV;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;802;1811;Yes
9430FRQOC;Female;0;No;Yes;4;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;871;34145;Yes
7639OPLNG;Male;0;Yes;Yes;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);7925;573185;No
3074GQWYX;Male;0;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);759;35775;Yes
1492QGCLU;Male;0;Yes;Yes;53;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;857;46161;No
6845RGTYS;Female;0;Yes;No;47;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;9875;45337;Yes
7328OWMOM;Female;0;No;Yes;31;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);201;58925;No
4418LZMSV;Male;0;Yes;Yes;13;Yes;No;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);618;7501;No
5155AZQPB;Female;0;Yes;Yes;28;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;499;141025;No
8861HGGKB;Female;0;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;8645;83085;Yes
1087GRUYI;Male;0;Yes;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);204;7435;No
7065YUNRY;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;453;453;Yes
7694VLBWQ;Male;0;Yes;No;67;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Electronic check;1041;704085;Yes
2546KZAAT;Male;0;Yes;No;52;Yes;No;DSL;Yes;Yes;No;No;Yes;Yes;One year;Yes;Mailed check;754;386545;No
0181RITDD;Male;0;Yes;Yes;62;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;10815;682565;No
5989PGKJB;Female;0;No;No;16;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;8625;13401;No
4795KTRTH;Female;1;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81;37165;Yes
8272ONJLV;Male;0;No;No;12;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Electronic check;957;1184;No
1488PBLJN;Female;0;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11685;84777;No
0308GIQJT;Male;1;No;No;71;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);10575;738285;No
3778FOAQW;Female;0;Yes;No;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2015;45685;No
4452ROHMO;Female;0;No;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;196;3316;No
6481OGDOO;Male;0;Yes;No;67;Yes;No;Fiber optic;Yes;Yes;No;No;No;Yes;One year;Yes;Credit card (automatic);906;605615;Yes
3090LETTY;Male;0;No;Yes;2;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);6095;1346;No
5349AZPEW;Female;0;Yes;Yes;5;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;2505;1255;No
3753TSEMP;Female;0;Yes;No;15;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;8815;13906;Yes
8305VHZBZ;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;202;202;Yes
9720JJJOR;Male;0;Yes;Yes;41;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);603;25113;No
8100HZZLJ;Female;0;No;Yes;43;Yes;No;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;6395;273705;No
8775ERLNB;Male;1;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;743;743;No
8309IEYJD;Female;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;706;706;No
9172JITSM;Female;0;Yes;Yes;26;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;908;23618;Yes
6298QDFNH;Male;0;No;No;22;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7935;173035;Yes
7398HPYZQ;Male;0;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);9055;6404;No
3546GHEAE;Male;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1945;16535;No
7361YPXFS;Female;1;No;No;28;Yes;Yes;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);6445;18676;No
6557BZXLQ;Male;1;No;No;16;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;6965;10433;No
2550QHZGP;Male;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;195;1286;No
7519JTWQH;Female;0;No;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1105;745545;No
2538OIMXF;Female;0;No;Yes;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;247;247;No
8543MSDMF;Male;0;No;No;3;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;774;20615;No
9961JBNMK;Male;1;No;No;21;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);968;20303;Yes
1170SASML;Female;0;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);854;58694;No
4872JCVCA;Female;0;Yes;No;71;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);476;33778;No
5346BZCHP;Female;0;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;194;13462;No
2038LLMLM;Female;0;No;No;48;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;10385;494605;No
6173ITPWD;Male;0;Yes;No;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);8335;4065;Yes
9734UYXQI;Female;0;No;No;2;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;494;10655;Yes
1216BGTSP;Male;0;No;No;45;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10845;49647;No
4138NAXED;Male;0;No;No;51;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);81;408575;No
2189UXTKY;Female;0;Yes;No;22;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;792;174275;Yes
0744BIKKF;Male;0;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8665;62248;No
7483IQWIB;Male;0;Yes;Yes;37;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;9295;341525;No
5248KWLAR;Male;0;Yes;Yes;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;9035;632525;No
4958GZWIY;Male;0;Yes;Yes;7;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;487;34025;Yes
7996MHXLW;Female;0;No;No;66;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);2515;16836;No
7833PKIHD;Male;0;Yes;Yes;51;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);764;39663;No
7061OVMIM;Female;0;Yes;Yes;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);1955;6085;No
5153RTHKF;Female;0;No;No;34;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;8535;28966;No
1852QSWCD;Male;0;Yes;Yes;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;248;151485;No
4832VRBMR;Male;1;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);10315;679245;No
9079LWTFD;Male;0;No;No;47;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;No;Mailed check;10075;46692;No
6356ELRKD;Female;0;No;No;1;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;956;956;Yes
8624GIOUT;Female;0;No;No;49;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);5975;29343;Yes
3392EHMNK;Female;0;Yes;Yes;67;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Two year;No;Credit card (automatic);941;63028;No
5986WWXDV;Male;0;No;Yes;39;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);1935;7792;No
3061BCKYI;Male;0;No;No;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;199;28375;No
6179GJPSO;Female;1;No;No;43;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);10815;46007;Yes
7901TBKJX;Male;1;No;No;56;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10105;5594;No
7228PAQPD;Female;0;No;No;14;Yes;No;DSL;No;No;No;Yes;No;Yes;One year;No;Credit card (automatic);591;77285;No
3177LASXD;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;7135;7135;Yes
7746QYVCO;Male;0;Yes;Yes;16;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;Yes;Mailed check;5585;8578;No
5804HYIEZ;Male;0;Yes;Yes;70;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;10605;755405;No
9919FZDED;Male;1;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);841;598165;No
5934TSSAU;Female;0;Yes;Yes;23;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);753;17029;No
3486KHMLI;Male;0;No;Yes;21;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;247;46715;No
4897QSUYC;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2015;2015;Yes
1084UQCHV;Male;0;No;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);6975;6975;Yes
8290YWKHZ;Female;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;932;2931;Yes
2955BJZHG;Male;0;Yes;Yes;17;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;8085;140085;Yes
3806DXQOM;Female;0;No;No;4;No;No phone service;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;3365;13785;Yes
6784XYJAE;Female;0;No;No;36;Yes;Yes;DSL;No;No;Yes;No;No;No;One year;No;Electronic check;558;19415;No
3933DQPWX;Female;0;No;No;50;No;No phone service;DSL;No;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);397;193275;No
6661EIPZC;Female;0;Yes;Yes;48;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);295;142305;No
